letterId,number,year,recipient,requestCount,typeCode,typeName,collapsedPath,complexity,requestShare,serialRequest,firstRequestPosition,lastRequestPosition,postRequestContinuation,persuasionShare,informationShare,displayShare
196_1919_夏敬观,196,1919,夏敬观,3,B,论议收束型,INF→PRS→REQ→PRS→INF→PRS→REQ→PRS→REQ→PRS→INF,2.4849066497880004,0.15,0,0.21052631578947367,0.7894736842105263,0.21052631578947367,0.4,0.45,0
197_1919_夏敬观,197,1919,夏敬观,2,B,论议收束型,INF→DSP→INF→PRS→INF→DSP→PRS→INF→PRS→REQ→INF→REQ→PRS,2.639057329615259,0.13333333333333333,0,0.7857142857142857,0.9285714285714286,0.07142857142857142,0.3333333333333333,0.4,0.13333333333333333
198_1919_夏敬观,198,1919,夏敬观,1,B,论议收束型,INF→PRS→INF→PRS→INF→DSP→PRS→DSP→PRS→DSP→INF→REQ→INF,2.639057329615259,0.058823529411764705,0,0.8125,0.8125,0.1875,0.29411764705882354,0.47058823529411764,0.17647058823529413
199_1919_夏敬观,199,1919,夏敬观,1,A,先叙后请型,INF→PRS→REQ→DSP,1.6094379124341003,0.16666666666666666,0,0.8,0.8,0.2,0.3333333333333333,0.3333333333333333,0.16666666666666666
200_1903_吴庆坻,200,1903,吴庆坻,1,B,论议收束型,INF→DSP→REQ,1.3862943611198906,0.3333333333333333,0,1,1,0,0,0.3333333333333333,0.3333333333333333
201_1904_吴庆坻,201,1904,吴庆坻,2,B,论议收束型,INF→DSP→INF→PRS→INF→DSP→INF→DSP→INF→DSP→INF→REQ→INF→REQ→INF,2.772588722239781,0.1,0,0.7894736842105263,0.9473684210526315,0.05263157894736842,0.05,0.65,0.2
203_1906_吴庆坻,203,1906,吴庆坻,1,B,论议收束型,INF→DSP→INF→PRS→INF→PRS→INF→DSP→REQ,2.302585092994046,0.07692307692307693,0,1,1,0,0.15384615384615385,0.6153846153846154,0.15384615384615385
207_1908_吴庆坻,207,1908,吴庆坻,2,B,论议收束型,INF→DSP→INF→REQ→PRS→REQ,1.9459101490553132,0.2857142857142857,0,0.6666666666666666,1,0,0.14285714285714285,0.42857142857142855,0.14285714285714285
209_1908_吴庆坻,209,1908,吴庆坻,1,C,先请后叙型,INF→REQ→INF,1.3862943611198906,0.125,0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0,0.875,0
211_1917_刘承干,211,1917,刘承干,1,A,先叙后请型,INF→PRS→INF→PRS→INF→REQ→INF,2.0794415416798357,0.09090909090909091,0,0.9,0.9,0.1,0.18181818181818182,0.7272727272727273,0
212_1917_刘承干,212,1917,刘承干,1,C,先请后叙型,INF→REQ→INF→PRS,1.6094379124341003,0.16666666666666666,0,0.4,0.4,0.6,0.16666666666666666,0.6666666666666666,0
218_1919_刘承干,218,1919,刘承干,3,D,连环请托型,INF→PRS→INF→PRS→INF→REQ,1.9459101490553132,0.3333333333333333,1,0.75,1,0,0.2222222222222222,0.4444444444444444,0
219_1896_叶昌炽,219,1896,叶昌炽,1,A,先叙后请型,INF→REQ,1.0986122886681096,0.125,0,1,1,0,0,0.875,0
220_1896_叶昌炽,220,1896,叶昌炽,3,D,连环请托型,INF→REQ→INF→DSP→REQ→INF,1.9459101490553132,0.42857142857142855,0.5,0.16666666666666666,0.8333333333333334,0.16666666666666666,0,0.42857142857142855,0.14285714285714285
221_1897_叶昌炽,221,1897,叶昌炽,3,B,论议收束型,INF→PRS→INF→REQ→INF→REQ→PRS→INF→PRS→REQ→INF,2.4849066497880004,0.17647058823529413,0,0.5,0.9375,0.0625,0.47058823529411764,0.35294117647058826,0
223_0_叶昌炽,223,,叶昌炽,2,A,先叙后请型,INF→REQ→INF→REQ→INF,1.791759469228055,0.4,0,0.25,0.75,0.25,0,0.6,0
224_1919_瞿启甲,224,1919,瞿启甲,2,A,先叙后请型,INF→PRS→INF→PRS→INF→REQ→INF→REQ→DSP→PRS,2.3978952727983707,0.1,0,0.6842105263157895,0.8421052631578947,0.15789473684210525,0.2,0.65,0.05
225_1919_瞿启甲,225,1919,瞿启甲,1,C,先请后叙型,INF→PRS→INF→PRS→INF→REQ→INF→PRS→INF,2.302585092994046,0.06666666666666667,0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.26666666666666666,0.6666666666666666,0
226_1921_瞿启甲,226,1921,瞿启甲,2,B,论议收束型,INF→REQ→PRS→INF→PRS→INF→REQ,2.0794415416798357,0.16666666666666666,0,0.09090909090909091,1,0,0.3333333333333333,0.5,0
227_0_钱康荣,227,,钱康荣,2,D,连环请托型,INF→PRS→INF→PRS→INF→PRS→INF→PRS→REQ→PRS→INF→PRS→INF,2.639057329615259,0.08,1,0.7083333333333334,0.75,0.25,0.28,0.64,0
228_1894_钱康荣,228,1894,钱康荣,1,C,先请后叙型,INF→REQ→INF→PRS→INF,1.791759469228055,0.06666666666666667,0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.06666666666666667,0.8666666666666667,0
229_1897_熊希龄,229,1897,熊希龄,1,B,论议收束型,INF→PRS→INF→PRS→INF→PRS→INF→PRS→INF→REQ→PRS→INF→PRS→INF→PRS,2.772588722239781,0.034482758620689655,0,0.7857142857142857,0.7857142857142857,0.21428571428571427,0.41379310344827586,0.5517241379310345,0
230_1912_俞廉三,230,1912,俞廉三,2,D,连环请托型,INF→PRS→DSP→INF→PRS→INF→PRS→REQ→INF,2.302585092994046,0.08695652173913043,1,0.9090909090909091,0.9545454545454546,0.045454545454545456,0.17391304347826086,0.6956521739130435,0.043478260869565216
233_1920_严家炽,233,1920,严家炽,2,B,论议收束型,INF→PRS→INF→DSP→INF→REQ→INF→REQ→INF→PRS→INF→PRS,2.5649493574615367,0.15384615384615385,0,0.5,0.6666666666666666,0.3333333333333333,0.23076923076923078,0.5384615384615384,0.07692307692307693
235_1922_劭章,235,1922,劭章,1,A,先叙后请型,INF→PRS→INF→REQ→INF,1.791759469228055,0.08333333333333333,0,0.9090909090909091,0.9090909090909091,0.09090909090909091,0.08333333333333333,0.8333333333333334,0
236_1924_曹献廷,236,1924,曹献廷,2,A,先叙后请型,INF→REQ→INF→DSP→REQ→INF,1.9459101490553132,0.13333333333333333,0,0.5714285714285714,0.8571428571428571,0.14285714285714285,0,0.8,0.06666666666666667
238_0_孙毓修,238,,孙毓修,1,C,先请后叙型,INF→REQ→INF→PRS→INF,1.791759469228055,0.125,0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.25,0.625,0
239_1919_孙毓修,239,1919,孙毓修,2,C,先请后叙型,INF→PRS→REQ→INF→REQ→INF,1.9459101490553132,0.1111111111111111,0,0.23529411764705882,0.5882352941176471,0.4117647058823529,0.05555555555555555,0.8333333333333334,0
240_1919_孙毓修,240,1919,孙毓修,1,B,论议收束型,INF→PRS→INF→NEG→PRS→INF→PRS→REQ→PRS→DSP→INF,2.4849066497880004,0.0625,0,0.6,0.6,0.4,0.25,0.5625,0.0625
244_1920_孙毓修,244,1920,孙毓修,3,B,论议收束型,INF→PRS→INF→DSP→PRS→REQ→INF→REQ→PRS→REQ,2.3978952727983707,0.23076923076923078,0,0.6666666666666666,1,0,0.23076923076923078,0.46153846153846156,0.07692307692307693
245_1920_孙毓修,245,1920,孙毓修,2,B,论议收束型,INF→DSP→INF→DSP→INF→REQ→PRS→INF→REQ→INF,2.3978952727983707,0.1111111111111111,0,0.47058823529411764,0.9411764705882353,0.058823529411764705,0.16666666666666666,0.6111111111111112,0.1111111111111111
246_1920_孙毓修,246,1920,孙毓修,2,C,先请后叙型,INF→PRS→INF→DSP→REQ→INF→PRS→INF→REQ→INF→PRS→INF,2.5649493574615367,0.07142857142857142,0,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.10714285714285714,0.7857142857142857,0.03571428571428571
247_1920_孙毓修,247,1920,孙毓修,2,D,连环请托型,INF→REQ→INF,1.3862943611198906,0.4,1,0.5,0.75,0.25,0,0.6,0
248_1920_孙毓修,248,1920,孙毓修,2,A,先叙后请型,INF→REQ→INF→REQ→INF,1.791759469228055,0.3333333333333333,0,0.4,0.8,0.2,0,0.6666666666666666,0
251_1922_杨树达,251,1922,杨树达,2,D,连环请托型,PRS→INF→PRS→INF→DSP→REQ→INF,2.0794415416798357,0.1111111111111111,1,0.5882352941176471,0.6470588235294118,0.35294117647058826,0.1111111111111111,0.7222222222222222,0.05555555555555555
252_1922_赵恒惕,252,1922,赵恒惕,1,A,先叙后请型,INF→PRS→INF→PRS→INF→PRS→INF→REQ,2.1972245773362196,0.045454545454545456,0,1,1,0,0.13636363636363635,0.8181818181818182,0
253_1922_赵恒惕,253,1922,赵恒惕,1,A,先叙后请型,INF→PRS→INF→PRS→REQ→PRS→INF,2.0794415416798357,0.05555555555555555,0,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.16666666666666666,0.7777777777777778,0
254_0_杨树达,254,,杨树达,2,C,先请后叙型,INF→DSP→INF→PRS→INF→REQ→PRS→INF→DSP→INF→PRS,2.4849066497880004,0.1,1,0.42105263157894735,0.47368421052631576,0.5263157894736842,0.15,0.65,0.1
257_0_杨树达,257,,杨树达,1,A,先叙后请型,PRS→INF→REQ→INF,1.6094379124341003,0.16666666666666666,0,0.8,0.8,0.2,0.16666666666666666,0.6666666666666666,0
258_0_杨树达,258,,杨树达,1,A,先叙后请型,PRS→INF→REQ,1.3862943611198906,0.2,0,1,1,0,0.2,0.6,0
265_1916_水野梅晓,265,1916,水野梅晓,1,B,论议收束型,INF→DSP→INF→PRS→INF→PRS→REQ→INF,2.1972245773362196,0.07142857142857142,0,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.42857142857142855,0.42857142857142855,0.07142857142857142
266_1916_水野梅晓,266,1916,水野梅晓,2,A,先叙后请型,REQ→DSP→INF→PRS→INF→REQ→INF,2.0794415416798357,0.15384615384615385,0,0,0.9166666666666666,0.08333333333333333,0.07692307692307693,0.6923076923076923,0.07692307692307693
269_0_陈夔,269,,陈夔,1,A,先叙后请型,INF→REQ→INF,1.3862943611198906,0.2,0,0.75,0.75,0.25,0,0.8,0
270_0_孙毓修,270,,孙毓修,2,A,先叙后请型,INF→REQ→PRS→INF→REQ→INF,1.9459101490553132,0.18181818181818182,0,0.2,0.9,0.1,0.09090909090909091,0.7272727272727273,0
272_1915_北京政事堂_财政部_参政院_肃政厅,272,1915,北京政事堂、财政部、参政院、肃政厅,1,A,先叙后请型,INF→PRS→INF→REQ→INF,1.791759469228055,0.06666666666666667,0,0.9285714285714286,0.9285714285714286,0.07142857142857142,0.06666666666666667,0.8666666666666667,0
273_1915_北京筹安会杨皙子_孙少侯,273,1915,北京筹安会杨皙子、孙少侯,1,A,先叙后请型,INF→REQ→INF,1.3862943611198906,0.2,0,0.75,0.75,0.25,0,0.8,0
274_1923_大总统_国务院_内务部_参众两院_江苏同乡会,274,1923,大总统、国务院、内务部、参众两院、江苏同乡会,1,A,先叙后请型,INF→PRS→INF→REQ,1.6094379124341003,0.125,0,1,1,0,0.125,0.75,0
278_1924_章太炎,278,1924,章太炎,1,A,先叙后请型,INF→DSP→INF→PRS→INF→REQ→PRS→INF→PRS→INF,2.3978952727983707,0.05555555555555555,0,0.6470588235294118,0.6470588235294118,0.35294117647058826,0.16666666666666666,0.7222222222222222,0.05555555555555555
280_1924_省议会,280,1924,省议会,1,A,先叙后请型,INF→REQ,1.0986122886681096,0.125,0,1,1,0,0,0.875,0
282_0_孙毓修,282,,孙毓修,1,A,先叙后请型,INF→DSP→INF→REQ,1.6094379124341003,0.14285714285714285,0,1,1,0,0,0.7142857142857143,0.14285714285714285
283_0_孙毓修,283,,孙毓修,1,C,先请后叙型,INF→PRS→INF→REQ→INF→PRS→INF,2.0794415416798357,0.07692307692307693,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.15384615384615385,0.7692307692307693,0
285_1920_商衍鎏,285,1920,商衍鎏,2,A,先叙后请型,INF→REQ→INF→REQ,1.6094379124341003,0.3333333333333333,0,0.6,1,0,0,0.6666666666666666,0
286_0_刘仲鲁,286,,刘仲鲁,3,D,连环请托型,REQ→PRS→INF→REQ,1.6094379124341003,0.5,0.5,0,1,0,0.16666666666666666,0.3333333333333333,0
288_1905_冯锡仁,288,1905,冯锡仁,1,A,先叙后请型,INF→REQ→INF,1.3862943611198906,0.14285714285714285,0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0,0.8571428571428571,0
289_1905_冯锡仁,289,1905,冯锡仁,1,C,先请后叙型,INF→REQ→DSP→INF,1.6094379124341003,0.2,0,0.5,0.5,0.5,0,0.6,0.2
290_1906_冯锡仁,290,1906,冯锡仁,1,C,先请后叙型,PRS→REQ→PRS→INF,1.6094379124341003,0.1,0,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.8,0.1,0
293_1908_陶翁,293,1908,陶翁,2,A,先叙后请型,INF→REQ→INF→REQ→INF,1.791759469228055,0.16666666666666666,0,0.7272727272727273,0.9090909090909091,0.09090909090909091,0,0.8333333333333334,0
294_1898_石醉六,294,1898,石醉六,1,C,先请后叙型,INF→PRS→INF→REQ→INF→DSP→INF,2.0794415416798357,0.14285714285714285,0,0.5,0.5,0.5,0.14285714285714285,0.5714285714285714,0.14285714285714285
295_1898_石醉六,295,1898,石醉六,1,A,先叙后请型,INF→PRS→INF→DSP→INF→REQ→INF,2.0794415416798357,0.1111111111111111,0,0.875,0.875,0.125,0.2222222222222222,0.5555555555555556,0.1111111111111111
297_1925_叶恭绰,297,1925,叶恭绰,1,C,先请后叙型,INF→REQ→INF→PRS→INF→PRS→INF→PRS,2.1972245773362196,0.07692307692307693,0,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.3076923076923077,0.6153846153846154,0
300_1908_孙毓修,300,1908,孙毓修,1,C,先请后叙型,INF→REQ→INF→PRS→INF,1.791759469228055,0.1111111111111111,0,0.375,0.375,0.625,0.1111111111111111,0.7777777777777778,0
301_0_孙毓修,301,,孙毓修,1,A,先叙后请型,PRS→INF→PRS→INF→REQ→INF,1.9459101490553132,0.14285714285714285,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.5714285714285714,0
304_0_孙毓修,304,,孙毓修,1,C,先请后叙型,INF→REQ→INF→PRS→INF,1.791759469228055,0.1111111111111111,0,0.375,0.375,0.625,0.1111111111111111,0.7777777777777778,0
